Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pressure,Temp,DeltaP,AirspeedTemp,Speed,Power,Airspeed
221.154,1.33,0.52,5.47,-0.40,-0.51,-0.92,1013.1,16.3,-43.7,14.4,0.57,0,0.00
221.251,2.43,1.64,15.61,-0.73,-0.02,-0.91,1013.5,16.4,-44.7,14.4,0.57,0,0.00
221.341,0.78,4.84,5.80,-0.40,-0.18,-0.87,1013.0,16.4,-50.0,14.4,0.57,0,0.00
221.438,-1.02,2.12,8.86,0.47,-0.13,-0.88,1013.1,16.4,-46.8,14.4,0.57,0,0.00
221.536,0.99,2.44,11.59,-0.04,-0.46,-1.03,1013.4,16.3,-43.7,14.4,0.57,0,0.00
221.657,1.15,-0.99,8.65,-0.86,-0.51,-0.93,1013.7,16.5,-41.6,14.4,0.57,0,0.00
221.754,2.78,2.94,12.79,0.32,-0.03,-1.06,1013.1,16.4,-43.7,14.4,0.57,0,0.00
221.936,2.19,-1.84,15.86,-0.68,-0.16,-0.72,1013.6,16.3,-37.4,14.4,0.57,0,0.00
221.961,3.02,0.18,7.29,0.18,-0.32,-0.95,1013.3,16.3,-40.5,14.4,0.57,0,0.00
222.060,-1.12,1.58,9.99,-0.30,0.07,-0.85,1013.7,16.2,-40.5,14.4,0.57,0,0.00
222.157,1.78,2.49,7.98,-0.06,-0.06,-0.48,1013.3,16.3,-37.4,14.4,0.57,0,0.00
222.254,1.42,3.55,9.44,0.65,-0.18,-0.53,1013.7,16.2,-31.0,14.4,0.57,0,0.00
222.344,0.05,1.64,9.50,-0.34,0.04,-0.18,1013.5,16.4,-41.6,14.4,0.57,0,0.00
222.441,2.69,0.73,9.67,0.08,-0.05,-0.31,1013.6,16.2,-43.7,14.4,0.57,0,0.00
222.539,2.01,1.11,9.65,-0.18,-0.01,-0.48,1013.9,16.2,-40.5,14.4,0.57,0,0.00
222.636,1.71,1.96,9.44,-0.19,-0.06,-0.43,1013.7,16.2,-41.6,14.4,0.57,0,0.00
222.757,1.65,-1.46,9.56,-0.25,0.01,-0.54,1013.8,16.4,-41.6,14.4,0.57,0,0.00
222.847,0.86,2.43,10.01,0.14,-0.07,-0.65,1013.5,16.4,-37.4,14.4,0.57,0,0.00
